,total_departure,average_departure_delay,average_departure_taxi,average_departure_cancelled,averge_departure_distance,total_arrival,average_arrival_delay,average_arrival_taxi,average_arrival_diverted,averge_arrival_distance,city,latitude,longitude,altitude_ft,city_id,temp_avg,pcp_avg
HPN,10657,7.464142283419392,15.054620241056055,0.01904851271464765,878.1684338932157,10661,5.006544124723319,5.677690690116613,0.009192383453709783,878.053841103086,white,41.06700134277344,-73.70760345458984,439,9666,52.270124481327805,4.08091286307054
HRL,4872,3.842314118629908,7.932330827067669,0.017241379310344827,275.0942118226601,4874,3.405581200167856,2.8280628272251307,0.002667213787443578,275.19060320065654,harlingen,26.228500366210934,-97.65440368652344,36,5241,75.06099585062243,2.07713692946058
HSV,10774,6.004921911973497,15.430425310220707,0.02032671245591238,411.1899016149991,10780,6.344514787867334,5.417538896746818,0.0020408163265306124,411.22189239332096,huntsville,34.637199401855,-86.775100708008,629,14867,60.75518672199169,4.768423236514525
HTS,222,1.5069767441860464,11.316279069767441,0.03153153153153153,123.0,219,5.976415094339623,4.504716981132075,0.0,123.0,huntington,38.36669922,-82.55799866,828,1798,55.7979253112033,3.797676348547722
IAD,66361,8.931223427931178,18.60979620692835,0.019770648423019545,932.8737662181101,66413,2.4116750800295494,7.102369100294985,0.0018219324529836025,909.7162302561245,washington,38.94449997,-77.45580292,312,20580,55.25477178423236,3.7242323651452303
IAH,182097,6.328367525049989,17.888704107848284,0.006243924941102819,821.0757123950422,182088,2.3647418606458204,8.207530478533712,0.003844295066121875,820.6380870787751,houston,29.98439979553223,-95.34140014648438,97,5553,69.92489626556022,4.438174273858919
ICT,13266,5.217806531115219,12.381521152808816,0.02193577566711895,580.1582994120307,13263,5.387946979038224,5.184906240393483,0.003091306642539395,580.1115886300233,wichita,37.649898529052734,-97.43309783935548,1333,25976,57.45186721991703,2.900082987551869
IDA,2925,0.051885160843998614,12.732525951557093,0.011965811965811967,298.23760683760685,2924,2.7391003460207615,4.078092605390463,0.0027359781121751026,298.0184678522572,idaho,43.51459884643555,-112.0709991455078,4744,19872,42.36390041493779,1.76298755186722
ILM,3481,10.9399416909621,12.444314868804664,0.01465096236713588,320.51967825337545,3484,9.500291545189505,4.080034924330617,0.0028702640642939152,320.4029850746269,wilmington,34.27059936523437,-77.90260314941406,32,7017,63.526556016597496,4.667717842323654
IND,38201,6.863323083448202,14.051990768985915,0.013350435852464594,626.6744326064762,38198,1.626726152538772,5.865728222257569,0.0018325566783601237,633.7026545892455,indianapolis,39.7173,-86.294403,797,17945,52.49253112033195,3.752199170124482
IPL,689,-2.5189504373177845,10.206997084548105,0.0043541364296081275,160.11320754716982,690,-4.617518248175182,3.4291970802919707,0.0,159.96521739130435,imperial,32.834201812699995,-115.57900238,-54,14289,74.45103734439836,0.2352697095435685
ISP,8869,6.942281420765028,8.579804189435338,0.009583944074867515,841.6680572781598,8868,2.7832095945174187,4.275241889584519,0.004285069914298602,842.4121560667569,islip,40.79520035,-73.10019684,99,8954,52.642738589211596,3.8276763485477177
ITH,404,7.4267015706806285,20.13350785340314,0.054455445544554455,353.0,404,7.7441253263707575,8.4031007751938,0.012376237623762377,353.0,ithaca,42.49100112915039,-76.4583969116211,1099,9390,46.707053941908704,3.4120746887966806
IYK,946,-4.7820927723840345,10.008639308855292,0.021141649048625793,123.0,947,-4.964554242749731,4.032223415682062,0.0,123.0,inyokern,35.65879822,-117.83000179999999,2457,12874,62.538589211618245,0.6709958506224067
JAC,3691,4.106866002214839,15.917382866648184,0.022758060146301815,503.590625846654,3688,6.118795315114333,3.5083240843507215,0.008134490238611713,524.4598698481561,jacksn,43.6072998046875,-110.73799896240234,6451,3098,35.57800829875519,2.9110788381742747
JAN,12530,8.062753036437247,10.987516212710766,0.01556264964086193,430.47079010375097,12528,6.557508504778876,4.245429542145284,0.0015964240102171138,430.09003831417624,jackson,32.3111991882,-90.0758972168,346,26692,65.32282157676346,4.735684647302903
JAX,28810,7.205526951770516,13.677880571909167,0.009580006942034015,578.3276640055536,28813,5.040308447248511,5.190744368266405,0.0021865130323118036,580.929510984625,jacksonville,30.49410057067871,-81.68789672851562,30,2646,69.4838174273859,4.027676348547719
JFK,119574,10.055949431963782,32.167065581618,0.021735494338234063,1091.3993593925102,119571,8.077175965665235,10.614371421480106,0.003111122262086961,1094.9156902593438,new,40.63980103,-73.77890015,13,9715,54.264730290456434,3.8736099585062216
LAN,2864,1.988538681948424,13.937298459333572,0.02548882681564246,123.67912011173185,2865,3.051089674883887,3.4169939307390216,0.0010471204188481676,123.92774869109948,lansing,42.77870178222656,-84.58740234375,861,25114,48.07053941908711,2.97896265560166
LAS,153993,7.343780824781327,14.731114508604806,0.006175605384660342,927.061009266655,153984,0.35781064082950875,6.486582880434782,0.0009026911886949293,926.9081852660016,las,36.08010101,-115.15200039999999,2181,11731,65.17800829875522,0.5795850622406641
LAW,323,3.4207119741100325,9.511326860841423,0.043343653250773995,429.85758513931887,322,-1.8766233766233766,2.8863636363636362,0.0,428.69565217391306,lawton,34.5676994324,-98.4166030884,1110,20969,62.193360995850604,2.5614107883817425
LAX,192879,5.793009796123415,13.9501863171998,0.009617428543283613,1032.2836337807641,192916,0.566473594548552,8.390613544481452,0.0009848846129921832,1032.6695349271185,los,33.94250107,-118.40799709999999,125,14121,62.333195020746885,1.1211203319502068
LBB,8002,6.890821378697473,9.163957327914655,0.01612096975756061,361.9192701824544,8004,5.467420297218341,3.678458222391277,0.0022488755622188904,361.92203898050974,lubbock,33.66360092163086,-101.822998046875,3282,4689,61.10995850622406,1.611327800829876
LCH,1168,2.9124024284475283,11.730268863833478,0.012842465753424657,185.1095890410959,1170,9.682842287694974,4.25021645021645,0.0017094017094017094,185.15384615384616,lake,30.12610054016113,-93.22329711914062,15,6254,68.5410788381743,5.148464730290455
LEX,8394,7.269023073146784,14.01191207171804,0.03002144388849178,415.15320467000237,8389,6.591037100526509,4.386327503974563,0.0011920371915603767,415.1195613303135,lexington,38.0364990234375,-84.60590362548828,979,27657,55.43319502074687,4.277136929460582
LFT,5131,4.496133254015467,12.459523809523809,0.017735334242837655,306.2276359384136,5134,5.979381443298969,4.816023738872404,0.002337358784573432,306.19594857810677,lafayette,30.20529938,-91.98760223,42,6201,68.62282157676353,5.102033195020743
LGA,100334,8.470173473937432,26.638458424587153,0.03982697789383459,714.8702334203759,100323,10.111922699668176,7.871528463224828,0.00555206682415797,718.5281739979865,new,40.77719879,-73.87259674,21,9730,55.215767634854764,4.036016597510376
LGB,14529,3.5668049792531122,13.894660395628717,0.004955606029320669,937.0273246610228,14533,0.6060164968461912,5.299633496991909,0.0025459299525218467,936.9398610059864,long,33.81769943,-118.15200039999999,60,13639,62.333195020746885,1.1211203319502068
LIT,17359,9.1933111539135,11.519502510802289,0.013537646177775217,453.756149547785,17362,7.691917424772568,4.798858607034708,0.0014399262757746802,453.99193641285564,little,34.729400634799994,-92.22429656979999,262,15048,62.07012448132778,4.5396265560165965
LMT,1452,15.456201822004205,10.306338028169014,0.024104683195592287,277.5,1452,7.906732117812061,3.4307692307692306,0.0048209366391184574,277.5,klamath,42.15610122680664,-121.73300170898438,4095,28269,44.82199170124484,2.1747302904564325
LNK,2765,4.941262848751836,10.498344979771975,0.016636528028933093,463.1146473779385,2765,5.057205720572057,4.4602709630172095,0.0018083182640144665,463.0119349005425,lincoln,40.85100173950195,-96.75920104980469,1219,8274,51.76348547717841,2.62746887966805
LRD,2549,6.579010856453558,10.165728077232503,0.02471557473519027,353.2891329933307,2550,6.463365539452496,3.5393574297188755,0.00392156862745098,353.2686274509804,laredo,27.543800354003906,-99.46160125732422,508,5820,73.01867219917015,1.7650622406639
LSE,2313,1.8500889679715302,10.781931464174455,0.028534370946822308,212.0064850843061,2316,2.6988485385296723,3.7172566371681417,0.0008635578583765112,212.0151122625216,crosse,43.879002,-91.256699,655,1259,45.995435684647276,3.1021161825726127
LWB,58,28.396551724137932,14.637931034482758,0.0,363.91379310344826,57,17.596491228070175,3.263157894736842,0.0,369.0,lewisburg,37.8582992554,-80.3994979858,2302,1720,50.60041493775936,3.909917012448132
LWS,606,1.033112582781457,11.428807947019868,0.0033003300330033004,460.38613861386136,605,-0.19102990033222592,4.971807628524046,0.001652892561983471,461.0,lewiston,46.3745002746582,-117.01499938964844,1442,19861,49.1070539419087,1.7948547717842318
LYH,872,9.12192262602579,13.512309495896835,0.021788990825688075,389.0,872,11.83704572098476,3.098360655737705,0.0011467889908256881,389.0,lynchburg,37.326698303222656,-79.20040130615234,938,12274,56.49419087136926,3.728672199170127
MAF,6523,5.101805728518057,9.189912826899128,0.015330369461904032,388.4885788747509,6526,5.978186350888127,3.582064034815045,0.003371130861170702,388.4532638676065,midland,31.9424991607666,-102.2020034790039,2871,5711,65.06390041493775,1.2390041493775934
MBS,3444,1.4757656853999406,14.436791890280263,0.026713124274099883,176.80981416957027,3443,5.521674584323041,3.6935627410264016,0.0011617775196049957,170.85129247749057,saginaw,43.532901763916016,-84.07959747314453,668,25332,48.149792531120326,2.7696265560165982
MCI,50403,6.441888425777493,12.517309118608054,0.01033668630835466,678.9352816300617,50397,3.5709841855984585,5.444139615916054,0.002658888425898367,678.4115919598389,kansas,39.2976,-94.713898,1026,25679,55.34398340248965,3.23979253112033
MCO,120944,8.367914803052724,13.118700011639701,0.005556290514618336,902.016652334965,120936,3.338964845376276,7.074938278788685,0.001678573791096117,902.1548422306013,orlando,28.429399490356445,-81.30899810791016,96,2196,72.81618257261415,4.167095435684648
MDT,6659,6.051132884262095,13.901807598039216,0.019822796215647996,509.42739150022527,6656,5.334712643678161,4.435466625935543,0.003455528846153846,509.5969050480769,harrisburg,40.1935005188,-76.7633972168,310,10252,51.962240663900445,3.943443983402489
MDW,84047,10.837050523441055,11.712235730969635,0.006710531012409723,792.5629707187645,84046,0.9762397191092299,5.224890934368857,0.003783642291126288,792.5714965614069,chicago,41.7859992980957,-87.75240325927734,620,16435,50.19377593360994,3.267966804979254
MEI,672,4.851908396946565,12.48091603053435,0.025297619047619048,267.0,672,10.507621951219512,3.810030395136778,0.002976190476190476,267.0,meridian,32.33259963989258,-88.75189971923828,297,26705,64.26431535269712,4.62829875518672
MEM,71713,4.753998702361138,17.27209223561288,0.012257191862005494,521.9015799088031,71721,2.720907479617157,7.41797720999363,0.0018404651357343037,520.2451583218304,memphis,35.04240036010742,-89.97669982910156,341,8810,61.96141078838169,4.703236514522819
MFE,4529,2.7051196065280574,10.991053455602774,0.012806359019651136,423.20865533230295,4528,4.199731303179579,4.158552925413131,0.0033127208480565372,423.232332155477,mcallen,26.17580032,-98.23860168,107,4348,75.15892116182572,1.884522821576764
MFR,4358,7.934050514499532,10.228517911496137,0.02065167508031207,405.971317117944,4354,5.662676056338028,3.470987365465606,0.005282498851630684,405.8302710151585,medford,42.37419891357422,-122.8730010986328,1335,28359,50.76182572614108,2.9599170124481313
MGM,4142,8.629948364888124,15.78406296114117,0.01859005311443747,226.77522935779817,4144,4.726333907056799,3.4290275049115913,0.0014478764478764478,226.85135135135135,montgomery,32.30059814,-86.39399719,221,14440,65.15435684647301,4.271867219917011
MHK,254,11.540650406504065,11.565040650406504,0.031496062992125984,431.0,255,6.445344129554656,3.8548387096774195,0.00784313725490196,431.0,manhattan,39.14099884033203,-96.6707992553711,1057,26057,54.51908713692945,2.719792531120334
MHT,14753,8.204031262854793,12.393307734503566,0.011523080051514947,674.6539686843354,14757,4.35061372831379,4.541712328767123,0.0011519956630751508,674.2894897336857,manchester,42.93259811401367,-71.43569946289062,266,3157,47.06265560165978,4.06439834024896
MIA,63943,14.444623172635662,16.669043749901395,0.008882911342914784,1018.3638553086342,63949,8.115052929727677,8.583321499013806,0.0028772928427340536,1018.3608656898466,miami,25.79319953918457,-80.29060363769531,8,2864,76.33070539419084,4.5924066390041505
MKE,44534,6.4045575614087005,13.857796911302446,0.01452822562536489,571.2715228813939,44552,3.5532191780821916,5.27265267045066,0.0019752199676782187,571.6137996049561,milwaukee,42.94720077514648,-87.89659881591797,723,1122,47.73900414937762,2.93182572614108
MLB,1948,13.038461538461538,13.622268470343393,0.013347022587268994,443.0,1946,12.421655387818845,4.01040041601664,0.0010277492291880781,443.0,melbourne,28.10280036926269,-80.64530181884766,33,2660,73.05228215767636,4.176473029045643
MLI,7925,6.120427614631633,11.794098698621312,0.020694006309148263,474.7194952681388,7926,5.779008370895042,3.7323219336590383,0.0018925056775170325,478.3130204390613,moline,41.44850158691406,-90.50749969482422,590,16458,50.38713692946057,3.1821991701244814
MLU,2314,8.427935943060499,9.938612099644129,0.028522039757994815,354.4641313742437,2315,9.623889875666075,3.510421286031042,0.0017278617710583153,354.4241900647948,monroe,32.51089859008789,-92.0376968383789,79,6150,65.06970954356844,4.688796680497925
MOB,6691,7.341772151898734,11.713152273420812,0.020475265281721715,377.4399940218204,6691,6.157380552587391,3.8636086558975924,0.001942908384396951,377.4026303990435,mobile,30.691200256348,-88.242797851562,219,14684,67.25394190871366,5.289543568464729
MOD,1679,14.573103022825416,10.157407407407407,0.03513996426444312,78.0,1679,11.209975369458128,2.7216748768472905,0.0,78.0,modesto,37.62580109,-120.9540024,97,12926,61.92406639004148,1.1266804979253113
MOT,332,3.951923076923077,13.112179487179487,0.060240963855421686,449.0,332,7.546325878594249,5.920634920634921,0.009036144578313253,449.0,minot,48.2593994140625,-101.27999877929688,1716,7475,40.486721991701266,1.4779668049792531
MQT,833,2.757020757020757,10.296703296703297,0.01680672268907563,249.63385354141656,833,9.813186813186814,4.595615103532277,0.003601440576230492,249.55342136854742,gwinn,46.3535995483,-87.39540100100001,1221,24883,40.50580912863071,2.7678423236514527
MRY,6087,5.663085445694142,10.322309887527279,0.021356990307212092,279.45835386890093,6089,3.727257412398922,3.3817754656821615,0.008704220725899162,279.4618163902119,monterey,36.58700180053711,-121.84300231933594,257,13935,59.04481327800829,1.6544398340248954
MSN,12902,4.625138165166588,13.663636363636364,0.019531855526274997,337.67446907456207,12897,3.636026510967335,4.446055638742218,0.0012405985888191051,348.97100100798633,madison,43.13990020751953,-89.3375015258789,887,1010,46.93817427385894,3.1883817427385925
MSO,3181,3.341904761904762,11.821156289707751,0.010374096196164728,568.8978308707954,3183,2.7729007633587788,4.757931472081219,0.005026704366949419,568.5428840716305,missoula,46.91630173,-114.0910034,3206,26322,41.792116182572606,2.439958506224066
MSP,119732,5.5878206911669235,18.6910575276843,0.009963919420038086,801.6820565930578,119759,2.9114532634733075,8.18574603469693,0.0017785719653637723,802.0931621005519,minneapolis,44.8819999695,-93.22180175780001,841,24417,45.27095435684646,2.6618257261410774
MSY,35755,6.707664182252848,11.04135137415961,0.005845336316599077,640.2312683540764,35754,4.03713087295555,4.5289272461486565,0.0013984449292386866,639.9370140403871,new,29.99340057373047,-90.25800323486328,4,6090,69.43817427385892,5.214066390041495
MTJ,2587,7.189580885233059,12.461598746081505,0.01352918438345574,402.24932354078084,2585,3.922895357985838,3.8133333333333335,0.003481624758220503,402.4081237911025,montrose,38.5097999573,-107.89399719200001,5759,12828,48.35103734439834,1.2125311203319504
MWH,402,-4.200507614213198,10.951776649746193,0.01990049751243781,141.0,404,-7.174242424242424,4.217171717171717,0.0,141.0,grant,47.20769882,-119.3199997,1189,36,50.50788381742741,0.6620331950207473
MYR,4511,7.349299593312246,15.904363554148768,0.01950786965196187,309.01573930392374,4515,7.559333483449674,3.780427446569179,0.0011074197120708748,309.0584717607973,myrtle,33.6796989441,-78.9282989502,25,27558,63.904564315352744,4.085933609958507
OAJ,1574,9.918954248366013,11.7,0.02795425667090216,397.0177890724269,1573,9.849019607843138,2.6315789473684212,0.006357279084551812,397.0165289256198,jacksonville,34.8292007446,-77.61209869380002,94,7186,62.65767634854775,4.672780082987551
OAK,49707,5.467855180413944,9.173065179334772,0.011728730359909068,655.6453819381576,49708,-0.5591229284579992,5.455555555555556,0.0005230546390922991,656.4710107025027,oakland,37.72129821777344,-122.22100067138672,9,14178,59.4809128630706,1.5251867219917
OKC,22050,5.413613530577446,11.50076103500761,0.016780045351473923,540.6432199546485,22044,5.588732004429679,4.735346931258345,0.003130103429504627,541.5817909635275,oklahoma,35.39310073852539,-97.60070037841795,1295,20983,61.04273858921164,3.0174688796680513
OMA,25592,5.952777117502575,12.871927042030135,0.01469209127852454,618.0468505783057,25585,5.13889439270854,4.874401677281538,0.0023060386945475864,618.3439124487004,omaha,41.303199768066406,-95.89409637451172,984,8204,51.06141078838175,2.7549792531120327
ONT,25453,4.807800435557315,9.928483744505604,0.008014772325462617,532.5152634267081,25457,3.016296823701594,4.374090477696932,0.0002749734846996897,532.6726637074282,ontario,34.05599975585937,-117.60099792480469,944,13894,67.11659751037348,0.5126970954356848
ORD,313848,9.72270025667468,17.207796055094555,0.02146899135887436,679.9099723433,313769,3.2124066489213674,9.599413342218128,0.0023998546701554328,680.1727927233092,chicago,41.97859955,-87.90480042,672,16289,50.19377593360994,3.267966804979254
ORF,15238,8.168813919511223,13.048837209302325,0.01240320252001575,568.7206326289539,15245,6.731242108061408,4.394435243458099,0.0035421449655624795,575.4882256477533,norfolk,36.89459991455078,-76.20120239257812,26,12081,60.976763485477186,3.9962655601659756
OTH,1396,14.62992700729927,10.41970802919708,0.019340974212034383,296.2005730659026,1395,5.891812865497076,2.9708242159008025,0.00931899641577061,296.2910394265233,north,43.41709899902344,-124.24600219726562,17,28370,52.92780082987552,5.467095435684641
OXR,1171,-1.917832167832168,9.447944006999125,0.02391118701964133,49.0,1171,-2.976460331299041,3.3034001743679164,0.0,49.0,oxnard,34.200801849365,-119.20700073241998,45,13428,58.531535269709615,1.4853526970954358
PBI,25500,10.345314353499408,13.155644331935765,0.008666666666666666,869.7080784313725,25496,6.719214164059096,4.67300395256917,0.002157201129588955,869.5211013492312,palm,26.68320083618164,-80.09559631347656,19,2221,75.1473029045643,4.4836514522821584
PDX,52242,3.888882481836005,12.267302368502,0.004574863136939627,929.7703380421883,52251,1.1439218858331408,4.192113109550832,0.001492794396279497,930.1951350213393,portland,45.58869934,-122.59799960000001,31,28361,51.748132780082976,5.15170124481328
PFN,3812,10.303272146847565,13.779079052435454,0.014428121720881428,297.26495278069257,3812,7.254855014631551,3.0812533191715348,0.0031479538300104933,297.26495278069257,panama,30.212099,-85.6828,20,2682,68.38423236514527,4.676431535269709
PHF,5962,10.452688904016338,11.637446808510639,0.014592418651459242,485.66286481046626,5962,10.222316865417376,4.887867959843457,0.0020127474002012745,485.6259644414626,newport,37.13190079,-76.49299622,42,11974,60.40124481327802,4.0221161825726135
PHL,92846,10.259791666666667,24.420259637648556,0.018643775714624215,936.7613359757017,92851,7.010912130945571,7.559790601198446,0.00303712399435655,941.1882909177068,philadelphia,39.87189865112305,-75.24109649658203,36,11154,55.49709543568464,3.9785062240663893
PHX,183502,6.273028822694102,14.860756647674616,0.006392300901352574,881.638581595841,183491,0.8730964746572966,7.11098888406092,0.0014060635126518467,881.2320822274662,phoenix,33.43429946899414,-112.01200103759766,1135,19443,71.51369294605811,0.6727385892116182
PIA,4864,3.457397202204324,11.962640628316706,0.03145559210526316,321.6988075657895,4862,3.4209855564995753,3.9280865507000424,0.001439736733854381,321.7494858083093,peoria,40.664199829100006,-89.6932983398,660,16478,51.721991701244846,3.202987551867218
PIH,1436,-3.9419674451521587,11.334748761500354,0.016713091922005572,150.0,1436,-1.139929328621908,3.2897526501766783,0.0,150.0,pocatello,42.9098014831543,-112.59600067138672,4452,19937,45.33029045643152,1.549170124481328
PIR,3,37.0,17.666666666666668,0.0,1046.6666666666667,3,20.5,4.666666666666667,0.3333333333333333,1046.6666666666667,pierre,44.38270187,-100.2860031,1744,28829,46.384232365145266,1.5710373443983392
PIT,34708,7.78665268431938,15.218552313208757,0.011870462141293074,658.1096577158004,34706,4.459959770282483,5.9029713919850995,0.0018728750072033655,662.4425459574713,pittsburgh,40.49150085,-80.23290253,1203,10478,51.8597510373444,3.5702489626556013
PLN,359,7.008645533141211,12.4178674351585,0.033426183844011144,244.02228412256267,359,-1.59375,4.857954545454546,0.002785515320334262,244.02228412256267,pellston,45.57089996,-84.79669952,721,25487,43.8688796680498,2.808630705394191
PNS,9494,7.621888412017167,12.885407725321889,0.018432694333263114,392.9643985675163,9499,6.0473277527366385,4.258886509635975,0.003579324139383093,392.8778818823034,pensacola,30.473400115967003,-87.18659973144501,121,2097,67.62821576763486,5.1109128630705385
PSC,2870,0.902875175315568,10.783233952998948,0.00662020905923345,638.9735191637631,2871,0.0559662090813094,4.783508771929824,0.00522466039707419,638.9850226401951,pasco,46.26470184326172,-119.11900329589844,410,319,51.92033195020749,0.7861825726141081
PSP,11276,3.441912421805183,12.084577559231112,0.008070237672933665,503.2807733238737,11278,1.525134168157424,4.847039914278061,0.002748714311048058,503.2347047348821,palm,33.829700469970696,-116.50700378417969,477,13160,68.91576763485477,0.6037344398340256
PVD,18274,8.468173278815339,13.09164271501216,0.010068950421363685,696.3268031082412,18269,4.39112167615678,4.6821645499723905,0.0012589632711150036,697.144123925776,providence,41.73260116577149,-71.42040252685547,55,11641,50.192946058091316,4.277717842323653
PWM,6508,7.757604264659768,14.757100266750353,0.02089735709895513,580.0434849416104,6510,5.23056468011888,3.971245507110486,0.001075268817204301,582.221198156682,portland,43.64619827,-70.30930328,76,20147,45.66887966804978,4.142614107883819
RAP,3864,4.004008551576697,11.405831995719636,0.03260869565217391,387.84057971014494,3861,3.3431477516059958,4.062433297758805,0.004921004921004921,387.73530173530173,rapid,44.0452995300293,-103.05699920654295,3204,28519,46.319917012448144,1.5424066390041495
RDD,1433,11.343484419263456,9.939093484419264,0.01465457083042568,199.0,1433,8.613636363636363,3.7771469127040453,0.0006978367062107466,198.89881367759943,redding,40.50899887,-122.2929993,505,12948,55.65435684647299,3.491701244813278
RDM,3176,3.7863031071655042,10.875912408759124,0.00850125944584383,352.6215365239295,3177,0.9939701682005713,3.4067850348763473,0.0018885741265344666,352.7834435001574,redmond,44.254100799999996,-121.15000149999999,3080,28488,44.480497925311234,1.823692946058092
RDU,53382,8.208678786034836,15.184736892187649,0.015829305758495373,530.6423138885767,53371,4.890133120036565,5.0439000266291325,0.0013303104682318113,533.6036424275355,raleigh,35.877601623535156,-78.7874984741211,435,6919,60.331120331950196,3.940207468879668
RHI,41,0.05128205128205128,11.0,0.04878048780487805,190.0,41,6.589743589743589,4.358974358974359,0.0,190.0,rhinelander,45.63119888305664,-89.46749877929688,1624,1083,40.554771784232386,2.8002074688796688
RIC,16913,7.95250135452411,16.52440053018436,0.018802104889729793,526.9298764264175,16908,6.1882381296698,5.616560356240221,0.0018334516205346582,526.7455050863497,richmond,37.50519943237305,-77.3197021484375,167,12233,58.493360995850665,3.8850622406639
RKS,1767,0.8190309398715704,11.278103044496486,0.0345217883418223,219.8087153367289,1764,2.2115384615384617,3.146767617938264,0.0017006802721088435,219.6814058956916,rock,41.59420013,-109.0650024,6764,3125,42.49004149377594,0.7653526970954357
RNO,19316,5.244671426338006,10.767799437089545,0.00683371298405467,494.157900186374,19317,2.296914965808843,4.62357355010161,0.0030543044986281512,493.9781539576539,reno,39.49909973144531,-119.76799774169922,4415,11708,49.60165975103737,0.9824896265560162
ROA,3730,9.371816168327797,15.235081876214267,0.03431635388739947,369.88739946380696,3731,8.047222222222222,5.036750483558994,0.008040739748056821,354.70972929509514,roanoke,37.3255004883,-79.975402832,1175,12088,56.902074688796695,3.6404979253112035
ROC,13126,8.197272586393925,15.04248062015504,0.01721773579155874,474.76984610696326,13127,5.896805136535932,5.717043787165032,0.0020568294355145884,475.8922069018054,rochester,43.118900299072266,-77.67240142822266,559,9493,48.63651452282158,2.941576763485478
ROW,1114,7.23400365630713,8.800731261425959,0.017953321364452424,458.983842010772,1114,10.011882998171846,4.125912408759124,0.0017953321364452424,459.31238779174146,roswell,33.30160140991211,-104.53099822998048,3671,3860,59.886307053941906,1.0946887966804977
RST,2861,2.23750905141202,10.77608695652174,0.035302341838518,262.67039496679485,2858,1.3000361925443358,3.6449746926970352,0.003848845346396081,257.5346396081176,rochester,43.90829849243164,-92.5,1317,24542,44.62489626556014,3.040414937759336
RSW,26306,6.591065554960606,12.436763580719203,0.00634836159051167,882.1499277731316,26296,2.775203002910985,4.688628020801469,0.001673258290234256,882.0461286887739,fort,26.53619956970215,-81.75520324707031,30,2239,74.95933609958506,4.3080912863070555
SAF,289,10.806338028169014,9.69718309859155,0.020761245674740483,573.8062283737024,289,4.911660777385159,5.5473684210526315,0.006920415224913495,573.8062283737024,santa,35.617099761999995,-106.08899688700001,6348,4102,50.146058091286335,1.1690041493775933
SAN,82747,5.4439852740394,13.116917637017618,0.008870412220382613,835.7353861771423,82733,2.24524501306248,3.6917834938437157,0.0023569796816264366,840.8700881147789,san,32.7336006165,-117.190002441,17,12999,63.47053941908712,0.9840248962655602
SAT,38068,5.576825463966584,10.69199851922365,0.006619733109173059,648.5229063780603,38072,3.865712698706589,3.985527914223842,0.0016022273586888001,649.3629438957764,san,29.533700942993164,-98.46980285644531,809,4576,69.6070539419087,2.594647302904564
SAV,11172,10.351106639839035,16.169747437774525,0.02201933404940924,511.2704976727533,11169,7.161494095028838,5.630272046740917,0.0027755394395201005,511.06500134300296,savannah,32.12760162,-81.20210266,50,17475,67.27842323651454,3.7873443983402493
SBA,11399,4.606246118356845,10.009939652112177,0.011667690148258619,297.1765944381086,11400,1.7019673874512584,4.032749159143211,0.0021929824561403508,292.4845614035088,santa,34.42620087,-119.8399963,13,13570,58.99585062240665,1.3945228215767627
SBN,4526,9.851614380581635,12.605178735105408,0.035793194874060984,235.95470614228898,4527,4.279006154547527,3.7080109239872554,0.0017671747294013696,236.341727413298,south,41.70869827270508,-86.31729888916016,799,17789,49.59377593360992,3.3963485477178446
SBP,4073,7.353203067029433,9.322532772693544,0.007611097471151486,250.22219494230296,4070,3.3120039682539684,3.5107593371258967,0.003931203931203931,250.3970515970516,san,35.2368011475,-120.64199829100001,212,13430,59.958506224066404,1.2931950207468874
SCE,830,0.5686032138442522,12.654275092936803,0.027710843373493974,300.0,830,0.04449938195302843,6.885326757090012,0.0024096385542168677,300.0,state,40.8493003845,-77.84870147710002,1239,11446,48.897510373443986,3.6767634854771742
SDF,19028,8.940431195102475,13.229912617220801,0.013664073996216103,448.6426319108682,19025,5.812333439931777,5.885170010110147,0.0018396846254927727,454.21818659658345,louisville,38.1744,-85.736,501,27640,56.65103734439828,4.357261410788381
SEA,100948,5.101500467652385,16.42726069520047,0.004764829417125649,1249.587441058763,100922,0.6129517922129717,6.769214688871855,0.0017637383325736708,1252.505390301421,seattle,47.44900131225586,-122.30899810791016,433,106,47.88340248962657,6.2428215767634825
SFO,136488,9.952895787205367,16.75225538848974,0.01126106324365512,1029.9214656233514,136532,7.2922376125791395,5.986796107857763,0.001274426508071368,1019.5853206574283,san,37.61899948120117,-122.375,13,13741,57.213692946058096,2.2920331950207453
SGF,8370,8.652184525262387,13.540322580645162,0.022819593787335724,421.9548387096774,8365,7.668538639970699,4.656878274643597,0.0022713687985654514,425.30854751942616,springfield,37.24570084,-93.38860321,1268,23258,56.21078838174271,3.7518257261410812
SGU,2797,-1.7555635319454415,9.133357296908699,0.00572041473006793,282.5856274579907,2796,-0.6700324558240173,3.61696011498383,0.004291845493562232,282.53397711015737,stgeorge,37.0363888889,-113.510305556,2941,22811,56.63236514522822,1.238298755186722
SHV,5235,5.475674610990742,10.556278336290164,0.03132760267430754,342.89493791786055,5234,6.120379521644594,5.199054000788332,0.00573175391669851,342.83740924722963,shreveport,32.44660186767578,-93.82559967041016,258,6237,65.72365145228218,4.211659751037344
SJC,48809,4.042024635130939,10.74019628141952,0.010571820770759492,625.1389907599008,48803,0.8909878000787091,4.047989731274067,0.000512263590353052,625.8349281806446,san,37.36259841918945,-121.9290008544922,62,14283,58.75560165975103,1.9073443983402478
